Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Last update
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,266.7,NE,,147.015,147.615,,Box Butte,On-Air,Local.,N2VHZ,775183,
