Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Affiliate,Mixed-Mode,Coordination,Last update
447.075,-5,D051,W7WPC,"West Point, West Point City Building",UT,OPEN,,221.3,NW,,447.075,442.075,D051,D051,,Open ↑ / Open ↓,Davis,On-Air,North Davis County / South Weber County,KE7OJJ,West Point City Amateur Radio Club,Yes; analog capable.,UVHFS,
