Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,IRLP,Last update
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,162.5,WNW,,449.9,444.9,136.5,Uintah,Unknown,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,7705,
