Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
145.35,-0.6,,K7HK,"Tooele, Black Mountain",UT,OPEN,,233.5,NW,,145.35,144.75,,Tooele,Unknown,West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,UVHFS,
