Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
449.225,-5,100,K7MLA,"Tooele, Black Mountain",UT,OPEN,,233.5,NW,,449.225,444.225,100,Tooele,On-Air,ERC,E-power.,UVHFS,
