Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
449.35,-5,100,W7EO,"Tooele,  South Mountain",UT,OPEN,,176.3,NW,,449.35,444.35,100,Tooele,On-Air,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele Co ARS, West Desert ARC",UVHFS,
