Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Nets,Coordination,Last update
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,199,S,,443.75,448.75,100,Bernalillo,Off-Air,"WA6CCB, K5RKE",Bosque Youth Amateur Radio Net: M-F at 17:00.,NMFCC,
