Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,125.1,N,,449.7,444.7,136.5,Uintah,Unknown,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,8,UVHFS,
