Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Links,Web links,Last update
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,186.8,SSE,,147.2,147.8,67,Mora,On-Air,8,Full-time to the  Mega-Link System .,http://nm5ml.com/,
