Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Last update
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,185.6,NNE,,147,146.4,103.5,Banner,On-Air,Tri-City Radio Amateur Club,
