Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Features,EchoLink,Coordination,Last update
147.32,0.6,,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,240.7,SW,,147.32,147.92,,Coconino,DM36wb,On-Air,E-power,369463,ARCA,
