Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Features,EchoLink,AllStar,Nets,Coordination,Last update
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,205.3,ESE,,447.225,442.225,141.3,141.3,Douglas,Off-Air,8,"AllStar, EchoLink, 25ft",373051,41967,Amateur Satellite net 7PM MST thursday,CCARC,
