Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
146.86,-0.6,100,WB7REL,"Monroe, Monroe Peak",UT,OPEN,,130.6,WSW,,146.86,146.26,100,Sevier,On-Air,"The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.","WB7REL, Sanpete Co SO",11,Full-time to the  Skyline Repeater System .,Skyline Repeater System,UVHFS,
