Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Nets,Web links,Coordination,Last update
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,204.7,NNW,,146.86,146.26,100,Uinta,On-Air,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,Utah VHF Society,Intermountain Intertie,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",8,Utah VHF Society Tuesday: 20:00,http://www.utahvhfs.org/snowlink.html,WRCG,
