Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Links,Web links,Coordination,Last update
147.02,0.6,100,K7OGM,"Fish Haven, Laketown Radio Site",ID,OPEN,,238.5,NW,,147.02,147.62,100,Bear Lake,On-Air,"Bear Lake County Idaho,  Rich  County, Utah",Intermountain Intertie,Full-time to the  Intermountain Intertie System .,http://www.utahvhfs.org/snowlink.html,UVHFS,
