Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Web links,Coordination,Last update
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,150.7,NW,,449.525,444.525,131.8,131.8,Salt Lake,On-Air,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",K7JL,Intermountain Intertie,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",10,http://utahvhfs.org/snowlink.html,UVHFS,
