Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,177.8,NW,,145.27,144.67,100,Salt Lake,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",Intermountain Intertie,E-power.,Full-time to the  Intermountain Intertie System .,10,State RACES: 3rd Thursday of even-numbered months.,http://utahvhfs.org/snowlink.html,UVHFS,
