Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,150.5,S,,147.32,147.92,100,Bernalillo,On-Air,K5LXP,20,K5LXP Repeters,NMFCC,
