Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,EchoLink,Web links,Coordination,Last update
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,192.6,S,,147.12,147.72,67,Taos,On-Air,Wide area.,Taos Amateur Radio Club,ARRL,E-power.,828279,http://taosarc.org/,NMFCC,
