Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Web links,Coordination,Last update
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267.4,SE,,224.4,222.8,225.7,Taos,On-Air,Taos ARC,http://taosarc.org,NMFCC,
