Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Features,Links,Web links,Last update
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,239.9,SE,,147.14,147.74,67,Taos,On-Air,TaosARC,11,Full-time to the  Mega-Link System .,http://www.taosarc.com/,
