Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Last update
144.635,0.6,100,KF7ELU,"Mountain View, Hickey Mtn",WY,OPEN,,236.9,WNW,,144.635,145.235,100,Uinta,On-Air,I-80,
