Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Nets,Coordination,Last update
146.91,-0.6,CSQ,W0GCK,Garden City,KS,OPEN,,235.2,SE,,146.91,146.31,CSQ,141.3,Finney,On-Air,Local 25 mi radius.,Sand Hills ARC,E-power.,"Full-time to  
        146.70000 (W0MI) at Scott City, KS .",Tue at 20:30.,Kansas Repeater Council,
