Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Notes,Web links,Coordination,Last update
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,111.6,SE,,145.325,144.725,100,Montezuma,On-Air,Wide area.,E-power.,Full time to the San Juan Connection,http://www.sjcham.com,CCARC,
