Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Links,Last update
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,113.3,SE,,442.375,447.375,100,Montezuma,On-Air,San Juan Connection,Full-time to the  San Juan Connection System .,
