Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Coordination,Last update
146.74,-0.6,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,194.6,NW,,146.74,146.14,114.8,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Mercury ARA,4,MARA: Wed at 2100.,UVHFS,
