Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Coordination,Last update
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,,193.6,NW,,145.49,144.89,123,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,"Amateur Radio, Inc",Mercury ARA,Autopatch.,MARA: Wed at 2100.,UVHFS,
