Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,248.5,SE,,449.6,444.6,107.2,Las Animas,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,CMRG Repeaters,CCARC,
