Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Links,Coordination,Last update
449.775,-5,123,N7TOP,West Haven,UT,OPEN,,224.9,NW,,449.775,444.775,123,Weber,On-Air,Remote base.,"Full-time to  
        146.92000 (N7TOP) at Corinne, Promontory Point, UT .
 


Full-time to  
        448.77500 (N7TOP) at West Haven, UT .",UVHFS,
