Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Links,Coordination,Last update
448.775,-5,123,N7TOP,West Haven,UT,OPEN,,197.6,NW,,448.775,443.775,123,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,4,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",UVHFS,
