Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
447.85,-5,131.8,WB7REL,Sterling,UT,OPEN,,107.2,W,,447.85,442.85,131.8,San Pete,On-Air,Fairview North to Richfield to the South.,wb7rel,UVHFS,
