Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Web links,Coordination,Last update
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,124.9,WNW,,449.25,444.25,131.8,Sevier,Unknown,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,
