Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update
447.1,-5,77,N0KM,Center,CO,OPEN,,195.1,SE,,447.1,442.1,77,Saguache,On-Air,
