Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,204.9,NNW,,145.31,144.71,103.5,Cache,On-Air,Wide area: Logan and immediately surrounding communities.,Bridgerland ARC,"Autopatch, 5,700'.","Full-time to  
        146.72000 (AC7O) at Logan, Mt Logan, UT .",BARC Repeaters,UVHFS,
