Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,188.1,NNW,,448.65,443.65,,Summit,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities.",Desert ARS,9,UVHFS,
