Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,158.4,NW,,448.625,443.625,,Salt Lake,Off-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Desert ARS,Cactus-Intertie,Remote base.,UVHFS,
