Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,EchoLink,Coordination,Last update
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,160.4,NW,,448.25,443.25,100,Utah,DN40cc,Off-Air,Wide area: Utah County from Alpine to Payson.,355674,UVHFS,
