Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Features,Links,Commands,Notes,Nets,Web links,Coordination,Last update
447,-5,100,NV7V,Payson,UT,OPEN,,129.9,NW,,447,442,100,100,Utah,On-Air,Metro Utah County,WX.,147.4,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.","Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",Mountain View Stake net: Sun at 20:00.,http://nv7v.org,UVHFS,
