Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,IRLP,Coordination,Last update
448.025,-5,100,KB7M,Payson,UT,OPEN,I,154.8,NW,,448.025,443.025,100,Utah,On-Air,Utah County from Alpine to Payson.,Remote base.,4482,UVHFS,
