Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Web links,Coordination,Last update
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,129.9,NW,,447.125,442.125,100,Utah,Off-Air,Wasatch Front from Payson to Tremonton.,Utah Co ARES,UCARES,4,http://ucares.org,UVHFS,
