Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,IRLP,Commands,Coordination,Last update
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,219,NW,,447.15,442.15,114.8,114.8,Davis,On-Air,North Salt Lake to Tremonton.,3607,IRLP: No special access codes.,UVHFS,
