Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,Location Photo,County,Grid,Op Status,Sponsor,Affiliate,Features,Nets,Web links,Coordination,Last update
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,39.3,SSW,,145.49,144.89,103.5,103.5,,Fremont,DM78ik,On-Air,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,E-power (Bat),"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,CCARC,
