Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,Location Photo,County,Op Status,Sponsor,Features,IRLP,Web links,Coordination,Last update
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,214.6,ESE,,447.75,442.75,103.5,103.5,,Fremont,On-Air,RGARC,E-power (Bat),3081,Royal Gorge Amateur Radio Club,CCARC,
