Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Links,Notes,Web links,Coordination,Last update
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,211.6,ESE,,449,444,67,67,Fremont,On-Air,WB0WDF,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,CCARC,
