Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
147.925,-0.6,,N7RDS,Tremonton,UT,OPEN,,229.2,NNW,,147.925,147.325,,N7RDS (C),"jfindu lookup 
    /   dstar-users lookup",Box Elder,Off-Air,NUTS,UVHFS,
