Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Links,Coordination,Last update
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,155.2,NW,,145.23,144.63,100,Summit,Unknown,"Park City, Heber, Coalville and other nearby communities.",7,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",UVHFS,
