Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,EchoLink,IRLP,AllStar,Web links,Coordination,Last update
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,242.2,SE,,449.75,444.75,100,100,Las Animas,On-Air,N0ZSN,The Fun Machine,Full-time to the  The Fun Machine System .,363976,7301,28368,The Fun Machine,CCARC,
