Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
146.64,-0.6,100,WA7HSW,"Monroe, Monroe Peak",UT,OPEN,,136.3,W,,146.64,146.04,100,Sevier,On-Air,"Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",Sanpete Co SO,Autopatch.,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,
