Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Links,Notes,Coordination,Last update
447.45,-5,114.8,W7DHH,"Monroe, Monroe Peak",UT,OPEN,,136.4,W,,447.45,442.45,114.8,Sevier,On-Air,"Wide area: Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",Full-time to the  Skyline Repeater System .,11,UVHFS,
