Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Notes,Coordination,Last update
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,253.8,SW,,449.9,444.9,123,San Juan,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",6,Part time link to  two repeaters,UVHFS,
