Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,61.1,E,,448.15,443.15,100,Mesa,On-Air,312189,7963,CCARC,
