Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,63.6,E,,147.39,147.99,107.2,Mesa,Unknown,KE0TY,Linked.,CCARC,
