Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Notes,Last update
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,170.2,W,,446.9125,441.9125,,,1,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,Brandmeister network,
