Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,63.6,E,,147.105,147.705,,Mesa,On-Air,K0SSI,CCARC,
