Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,AllStar,Coordination,Last update
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,187.5,W,,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,28515,CCARC,
