Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Coordination,Last update
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,188.3,W,,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,Full-time to the  Colorado Connection System .,CCARC,
