Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,IRLP,Commands,Coordination,Last update
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,66.9,NE,,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,"E-power,",3161,Standard IRLP node commands.,CCARC,
