Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,63.6,E,,449.775,444.775,173.8,88.5,Mesa,On-Air,7572,7573,CCARC,
