Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Features,Notes,Nets,Web links,Coordination,Last update
449.925,-5,100,K7DAV,"Bountiful,  golf course",UT,OPEN,,200,NW,,449.925,444.925,,Open ↑ / Open ↓,Davis,On-Air,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,"Remote base, e-power.",5,DARC: Thu at 20:30.,http://www.dcarc.net,UVHFS,
