Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,175.6,NW,,449.35,444.35,123,Davis,On-Air,North Salt Lake to South Ogden,UVHFS,
