Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Coordination,Last update
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,203.4,NW,,447.425,452.425,192.8,Davis,On-Air,4,UVHFS,
