Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,EchoLink,Coordination,Last update
449.075,-5,123,W7RSS,Riverdale,UT,OPEN,E,221.6,NW,,449.075,444.075,123,Weber,Off-Air,Ogden and South Ogden area.,4,273460,UVHFS,
