Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Web links,Coordination,Last update
447.95,-5,,KF7VJO,"Paradise, AC7II QTH",UT,OPEN,,210.8,NNW,,447.95,442.95,,KF7VJO (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,KF7VJO,http://barconline.org/repeaters/,UVHFS,
