Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Last update
447.475,-5,88.5,W7NAZ,"Payson, Forest Lakes",AZ,OPEN,,268.3,SW,,447.475,442.475,88.5,Coconino,Unknown,
